2019-01-18 20:25:52.4738||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-18 20:26:50.2405|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 361.9067ms 200 application/json;charset=utf-8 |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-18 20:31:51.6143|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/System/GetJW/Token?username=13d48481-30b5-413f-8706-8d2261884d7a&password=123   |url: http://localhost/System/GetJW/Token|action: 
2019-01-18 20:31:51.6779|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "GetJW", controller = "System"}. Executing action DapperTast.Controllers.SystemController.GetJW (DapperTast) |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:31:51.7142|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.SystemController.GetJW (DapperTast) with arguments (13d48481-30b5-413f-8706-8d2261884d7a, 123) - Validation state: Valid |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:31:51.8385|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.SystemController.GetJW (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 118.8971ms. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:31:51.8385|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:31:51.8655|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.SystemController.GetJW (DapperTast) in 183.1239ms |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:31:51.8655|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 252.3901ms 200 application/json; charset=utf-8 |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:33:14.5951||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-18 20:33:16.9404|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-18 20:33:17.4463|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 506.8667ms 404  |url: http://localhost/api/values|action: 
2019-01-18 20:33:22.1887|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/System/GetJW/Token?username=13d48481-30b5-413f-8706-8d2261884d7a&password=123   |url: http://localhost/System/GetJW/Token|action: 
2019-01-18 20:33:22.3069|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "GetJW", controller = "System"}. Executing action DapperTast.Controllers.SystemController.GetJW (DapperTast) |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:33:22.5031|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.SystemController.GetJW (DapperTast) with arguments (13d48481-30b5-413f-8706-8d2261884d7a, 123) - Validation state: Valid |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:33:32.6807|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.SystemController.GetJW (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 10163.8127ms. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:33:32.7027|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:33:32.7349|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.SystemController.GetJW (DapperTast) in 10419.4306ms |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:33:32.7463|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 10556.4843ms 200 application/json; charset=utf-8 |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:34:52.6116|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/Values/PageList   |url: http://localhost/Values/PageList|action: 
2019-01-18 20:34:52.7788|2|INFO|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|Successfully validated the token. |url: http://localhost/Values/PageList|action: 
2019-01-18 20:34:52.8186|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "PageList", controller = "Values"}. Executing action DapperTast.Controllers.ValuesController.PageList (DapperTast) |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:34:52.8499|1|INFO|Microsoft.AspNetCore.Authorization.DefaultAuthorizationService|Authorization was successful. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:34:52.8947|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.ValuesController.PageList (DapperTast) - Validation state: Valid |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:34:58.8960|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.ValuesController.PageList (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 5991.7162ms. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:34:58.9149|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:34:58.9198|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.ValuesController.PageList (DapperTast) in 6096.0551ms |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:34:58.9352|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 6321.0921ms 200 application/json; charset=utf-8 |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:39:49.1109||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-18 20:39:50.8690|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-18 20:39:51.1489|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 280.1801ms 404  |url: http://localhost/api/values|action: 
2019-01-18 20:40:27.6045|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/System/GetJW/Token?username=13d48481-30b5-413f-8706-8d2261884d7a&password=123   |url: http://localhost/System/GetJW/Token|action: 
2019-01-18 20:40:27.6718|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "GetJW", controller = "System"}. Executing action DapperTast.Controllers.SystemController.GetJW (DapperTast) |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:40:27.7245|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.SystemController.GetJW (DapperTast) with arguments (13d48481-30b5-413f-8706-8d2261884d7a, 123) - Validation state: Valid |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:40:27.8221|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.SystemController.GetJW (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 92.5608ms. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:40:27.8221|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:40:27.8540|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.SystemController.GetJW (DapperTast) in 176.9262ms |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:40:27.8569|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 252.406ms 200 application/json; charset=utf-8 |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:40:39.0783|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/Values/PageList   |url: http://localhost/Values/PageList|action: 
2019-01-18 20:40:39.1526|2|INFO|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|Successfully validated the token. |url: http://localhost/Values/PageList|action: 
2019-01-18 20:40:39.1526|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "PageList", controller = "Values"}. Executing action DapperTast.Controllers.ValuesController.PageList (DapperTast) |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:40:39.1760|1|INFO|Microsoft.AspNetCore.Authorization.DefaultAuthorizationService|Authorization was successful. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:40:39.1760|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.ValuesController.PageList (DapperTast) - Validation state: Valid |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:40:39.1839|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.ValuesController.PageList (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 1.3619ms. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:40:39.1839|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:40:39.2038|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.ValuesController.PageList (DapperTast) in 41.884ms |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:40:39.2038|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 131.5478ms 200 application/json; charset=utf-8 |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:43:58.5868|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/System/GetJW/Token?username=0BA81B27-C251-4EF0-B490-CD0DE965B58F&password=123   |url: http://localhost/System/GetJW/Token|action: 
2019-01-18 20:43:58.5912|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "GetJW", controller = "System"}. Executing action DapperTast.Controllers.SystemController.GetJW (DapperTast) |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:43:58.5912|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.SystemController.GetJW (DapperTast) with arguments (0BA81B27-C251-4EF0-B490-CD0DE965B58F, 123) - Validation state: Valid |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:43:58.5912|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.SystemController.GetJW (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 0.2958ms. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:43:58.5912|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:43:58.5912|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.SystemController.GetJW (DapperTast) in 7.4991ms |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:43:58.6072|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 20.4065ms 200 application/json; charset=utf-8 |url: http://localhost/System/GetJW/Token|action: GetJW
2019-01-18 20:44:14.5528|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/Values/PageList   |url: http://localhost/Values/PageList|action: 
2019-01-18 20:44:14.5528|2|INFO|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|Successfully validated the token. |url: http://localhost/Values/PageList|action: 
2019-01-18 20:44:14.5578|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "PageList", controller = "Values"}. Executing action DapperTast.Controllers.ValuesController.PageList (DapperTast) |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:14.5578|1|INFO|Microsoft.AspNetCore.Authorization.DefaultAuthorizationService|Authorization was successful. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:14.5578|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.ValuesController.PageList (DapperTast) - Validation state: Valid |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:14.5578|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.ValuesController.PageList (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 0.5275ms. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:14.5578|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:14.5578|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.ValuesController.PageList (DapperTast) in 8.9332ms |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:14.5741|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 21.2081ms 200 application/json; charset=utf-8 |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7109|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/Values/PageList   |url: http://localhost/Values/PageList|action: 
2019-01-18 20:44:42.7146|2|INFO|Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler|Successfully validated the token. |url: http://localhost/Values/PageList|action: 
2019-01-18 20:44:42.7146|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Route matched with {action = "PageList", controller = "Values"}. Executing action DapperTast.Controllers.ValuesController.PageList (DapperTast) |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7146|1|INFO|Microsoft.AspNetCore.Authorization.DefaultAuthorizationService|Authorization was successful. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7146|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method DapperTast.Controllers.ValuesController.PageList (DapperTast) - Validation state: Valid |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7146|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method DapperTast.Controllers.ValuesController.PageList (DapperTast), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 0.0805ms. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7146|1|INFO|Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor|Executing ObjectResult, writing value of type 'Quote.AspNetCore.ApiJsonResultData'. |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7317|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action DapperTast.Controllers.ValuesController.PageList (DapperTast) in 12.6534ms |url: http://localhost/Values/PageList|action: PageList
2019-01-18 20:44:42.7317|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 23.6473ms 200 application/json; charset=utf-8 |url: http://localhost/Values/PageList|action: PageList
